Code;Niveau 1;Niveau 2;Niveau 3;Niveau 4;
0C080C01;DECO - LINGE - LUMINAIRE;OBJETS DECORATIFS;STATION METEO - BAROMETRE;STATION METEO - BAROMETRE;
0C080L01;DECO - LINGE - LUMINAIRE;OBJETS DECORATIFS;STICKER DECORATIF;STICKER DECORATIF;
0C080M01;DECO - LINGE - LUMINAIRE;OBJETS DECORATIFS;TABLEAU - TOILE - AFFICHE - DRAPEAU ;TABLEAU - TOILE - AFFICHE - DRAPEAU ;
0C080S01;DECO - LINGE - LUMINAIRE;OBJETS DECORATIFS;TIGE BOIS - BAMBOU;TIGE BOIS - BAMBOU;
0C080D01;DECO - LINGE - LUMINAIRE;OBJETS DECORATIFS;TIRELIRE;TIRELIRE;
0C080A01;DECO - LINGE - LUMINAIRE;OBJETS DECORATIFS;VASE - SOLIFLORE;VASE - SOLIFLORE;
0C060101;DECO - LINGE - LUMINAIRE;RIDEAU - STORE - ACCESSOIRE;ANNEAU - EMBOUT A RIDEAUX ;ANNEAU - EMBOUT A RIDEAUX ;
0C060201;DECO - LINGE - LUMINAIRE;RIDEAU - STORE - ACCESSOIRE;EMBRASSE - CROCHET - CORDON;EMBRASSE - CROCHET - CORDON;
0C060801;DECO - LINGE - LUMINAIRE;RIDEAU - STORE - ACCESSOIRE;FILM POUR VITRAGE;FILM POUR VITRAGE;
0C060701;DECO - LINGE - LUMINAIRE;RIDEAU - STORE - ACCESSOIRE;MOUSTIQUAIRE DE FENETRE - DE PORTE;MOUSTIQUAIRE DE FENETRE - DE PORTE;
0C060401;DECO - LINGE - LUMINAIRE;RIDEAU - STORE - ACCESSOIRE;RIDEAU - DOUBLE RIDEAUX - VOILAGE - PANNEAU JAPONAIS;RIDEAU - DOUBLE RIDEAUX - VOILAGE - PANNEAU JAPONAIS;
0C060301;DECO - LINGE - LUMINAIRE;RIDEAU - STORE - ACCESSOIRE;RIDEAU DE PORTE;RIDEAU DE PORTE;
0C060501;DECO - LINGE - LUMINAIRE;RIDEAU - STORE - ACCESSOIRE;STORE DE FENETRE;STORE DE FENETRE;
0C060601;DECO - LINGE - LUMINAIRE;RIDEAU - STORE - ACCESSOIRE;TRINGLE - EMBOUT TRINGLE ;TRINGLE - EMBOUT TRINGLE ;
0G040101;DROGUERIE;COMBUSTIBLE;ALLUMETTE;ALLUMETTE;
0G040401;DROGUERIE;COMBUSTIBLE;BOUTEILLE - CARTOUCHE DE GAZ;BOUTEILLE - CARTOUCHE DE GAZ;
0G040301;DROGUERIE;COMBUSTIBLE;BRIQUET;BRIQUET;
0G040601;DROGUERIE;COMBUSTIBLE;CHARBON DE BOIS;CHARBON DE BOIS;
0G040701;DROGUERIE;COMBUSTIBLE;HELIUM;HELIUM;
0G040201;DROGUERIE;COMBUSTIBLE;PRODUITS CHIMIQUE D'AIDE A L'ALLUMAGE;PRODUITS CHIMIQUE D'AIDE A L'ALLUMAGE;
0G050K01;DROGUERIE;CUISINE;BICARBONATE DE SOUDE ;BICARBONATE DE SOUDE ;
0G050J01;DROGUERIE;CUISINE;BOUCHON EVIER;BOUCHON EVIER;
0G050101;DROGUERIE;CUISINE;CACHE PLAQUE DE CUISINE ;CACHE PLAQUE DE CUISINE;
0G050B01;DROGUERIE;CUISINE;CREDENCE - ACCESSOIRE CREDENCE;CREDENCE - ACCESSOIRE CREDENCE;
0G050201;DROGUERIE;CUISINE;DEVIDOIR DE PAPIER - SUPPORT ESSUIE-TOUT;DEVIDOIR DE PAPIER - SUPPORT ESSUIE-TOUT;
0G050D01;DROGUERIE;CUISINE;DISQUE DE RELAIS INDUCTION - PLAQUE RELAIS INDUCTION;DISQUE DE RELAIS INDUCTION - PLAQUE RELAIS INDUCTION;
0G050301;DROGUERIE;CUISINE;EGOUTTOIR A COUVERTS;EGOUTTOIR A COUVERTS;
0G050C01;DROGUERIE;CUISINE;ETAGERE DE PLACARD - CORBEILLE DE PLACARD - PANIER DE PLACARD;ETAGERE DE PLACARD - CORBEILLE DE PLACARD - PANIER DE PLACARD;
0G050401;DROGUERIE;CUISINE;GRILLE DE PROTECTION ELECTROMENAGER;GRILLE DE PROTECTION ELECTROMENAGER;
0G050501;DROGUERIE;CUISINE;PORTE EPONGE;PORTE EPONGE;
0G050601;DROGUERIE;CUISINE;RANGE ASSIETTE - SEPARATEUR ASSIETTE ;RANGE ASSIETTE - SEPARATEUR ASSIETTE ;
0G050701;DROGUERIE;CUISINE;RANGE BOUTEILLE (NON MEUBLE);RANGE BOUTEILLE (NON MEUBLE);
0G050801;DROGUERIE;CUISINE;RANGE COUVERTS;RANGE COUVERTS;
0G050L01;DROGUERIE;CUISINE;RANGE VERRE - PORTE-VERRE - RACK A VERRE ;RANGE VERRE - PORTE-VERRE - RACK A VERRE ;
0G050E01;DROGUERIE;CUISINE;SAC A SAC - RANGEMENT SACS PLASTIQUES;SAC A SAC - RANGEMENT SACS PLASTIQUES;
0G050F01;DROGUERIE;CUISINE;SEPARATEUR POELE - CASSEROLE;SEPARATEUR POELE - CASSEROLE;
0G050901;DROGUERIE;CUISINE;SET ACCESSOIRE CUISINE;SET ACCESSOIRE CUISINE;
0G050G01;DROGUERIE;CUISINE;SUPPORT - RANGEMENT MAGNETIQUE;SUPPORT - RANGEMENT MAGNETIQUE;
0G050M01;DROGUERIE;CUISINE;SUPPORT LIVRE DE CUISINE ;SUPPORT LIVRE DE CUISINE ;
0G050A01;DROGUERIE;CUISINE;TAPIS DE RANGEMENT BOUTEILLE - RANGE CANNETTE;TAPIS DE RANGEMENT BOUTEILLE - RANGE CANNETTE;
0G050H01;DROGUERIE;CUISINE;TAPIS D'EVIER;TAPIS D'EVIER;
0G020Y01;DROGUERIE;ENTRETIEN DE LA MAISON;ABSORBEUR D HUMIDITE ;ABSORBEUR D HUMIDITE ;
0G021001;DROGUERIE;ENTRETIEN DE LA MAISON;ALCOOL A BRULER - WHITE SPIRIT;ALCOOL A BRULER - WHITE SPIRIT;
0G020101;DROGUERIE;ENTRETIEN DE LA MAISON;BALAI - BALAYETTE - PELLE;BALAI - BALAYETTE - PELLE;
0G020301;DROGUERIE;ENTRETIEN DE LA MAISON;BROSSE A MAIN ;BROSSE A MAIN ;
0G020401;DROGUERIE;ENTRETIEN DE LA MAISON;BROSSE WC;BROSSE WC;
0G021601;DROGUERIE;ENTRETIEN DE LA MAISON;CHAUX - EAU DE CHAUX ;CHAUX - EAU DE CHAUX ;
0G020501;DROGUERIE;ENTRETIEN DE LA MAISON;COMPACTEUR DE DECHETS;COMPACTEUR DE DECHETS;
0G020701;DROGUERIE;ENTRETIEN DE LA MAISON;DESODORISANT CUISINE ET ELECTROMENAGER;DESODORISANT CUISINE ET ELECTROMENAGER;
0G020601;DROGUERIE;ENTRETIEN DE LA MAISON;DESODORISANT MAISON - PARFUM D INTERIEUR - ENCENS;DESODORISANT MAISON - PARFUM D INTERIEUR - ENCENS;
0G020X01;DROGUERIE;ENTRETIEN DE LA MAISON;DESSERTE DE MENAGE;DESSERTE DE MENAGE;
0G021701;DROGUERIE;ENTRETIEN DE LA MAISON;DETARTRANT;DETARTRANT;
0G020901;DROGUERIE;ENTRETIEN DE LA MAISON;EAU DE JAVEL - TABLETTE DE JAVEL;EAU DE JAVEL - TABLETTE DE JAVEL;
0G020G01;DROGUERIE;ENTRETIEN DE LA MAISON;ENTRETIEN LAVE-VAISSELLE - DESODORISANT LAVE-VAISSELLE;ENTRETIEN LAVE-VAISSELLE - DESODORISANT LAVE-VAISSELLE;
0G021301;DROGUERIE;ENTRETIEN DE LA MAISON;ENTRETIEN RESERVOIR D'EAU;ENTRETIEN RESERVOIR D'EAU;
0G021401;DROGUERIE;ENTRETIEN DE LA MAISON;ENTRETIEN WC CHIMIQUE;ENTRETIEN WC CHIMIQUE;
0G020H01;DROGUERIE;ENTRETIEN DE LA MAISON;EPONGE - CARRE VAISSELLE - ARTICLE A RECURER;EPONGE - CARRE VAISSELLE - ARTICLE A RECURER;
0G020I01;DROGUERIE;ENTRETIEN DE LA MAISON;ESSUIE-TOUT;ESSUIE-TOUT;
0G020801;DROGUERIE;ENTRETIEN DE LA MAISON;GANT DE MENAGE - GANT DE VAISSELLE;GANT DE MENAGE - GANT DE VAISSELLE;
0G020A01;DROGUERIE;ENTRETIEN DE LA MAISON;HUMIDIFICATEUR - SATURATEUR RADIATEUR ;HUMIDIFICATEUR - SATURATEUR RADIATEUR ;
0G020201;DROGUERIE;ENTRETIEN DE LA MAISON;MANCHE A BALAI - TETE DE BALAI;MANCHE A BALAI - TETE DE BALAI;
0G021501;DROGUERIE;ENTRETIEN DE LA MAISON;PINCE A DECHETS ;PINCE A DECHETS ;
0G020J01;DROGUERIE;ENTRETIEN DE LA MAISON;PLUMEAU - LINGETTE DEPOUSSIERANTE - USTENSILE POUSSIERE;PLUMEAU - LINGETTE DEPOUSSIERANTE - USTENSILE POUSSIERE;
